,metricType,symbol,metric.currentEv/freeCashFlowAnnual,metric.currentEv/freeCashFlowTTM,metric.currentRatioAnnual,metric.currentRatioQuarterly,metric.freeCashFlowAnnual,metric.freeCashFlowTTM,metric.longTermDebt/equityAnnual,metric.longTermDebt/equityQuarterly,metric.netInterestCoverageAnnual,metric.netInterestCoverageTTM,metric.payoutRatioAnnual,metric.payoutRatioTTM,metric.quickRatioAnnual,metric.quickRatioQuarterly,metric.totalDebt/totalEquityAnnual,metric.totalDebt/totalEquityQuarterly
219,financialStrength,AYR,,,,,-727.28,-727.28,246.596,246.596,1.57899,1.57709,58.71635,58.71635,,,246.596,246.596
220,financialStrength,APOG,17.56807,17.56807,0.8947,0.8947,37.12,37.12,12.09417,12.09417,10.84811,10.84823,30.55685,22.3019,,,42.16511,42.16511
221,financialStrength,ANDE,,,1.35101,1.35101,55.967,55.967,104.3794,104.3794,2.51139,2.38137,121.9697,121.9697,0.53809,0.53809,125.9414,125.9414
222,financialStrength,AMSC,1.50495,,3.64283,2.54794,41.762,-26.02,0,0,-7.34583,,0,,3.21586,2.0173,0,0
223,financialStrength,AMRS,,,0.45682,0.45682,-170.013,-170.013,,,-2.17353,-2.1771,,,0.28448,0.28448,,
224,financialStrength,AMED,42.77117,42.77117,1.07222,1.07222,194.112,194.112,36.2645,36.2645,21.53566,21.53566,0,0,,,37.81451,37.81451
225,financialStrength,ALEX,,,2.9488,2.9488,-147.5,-147.5,62.62554,62.62554,1.59459,1.59459,,,2.3253,2.3253,62.62554,62.62554
226,financialStrength,ALCO,12.59264,11.29902,2.14076,2.33359,26.891,33.203,81.37342,77.7367,5.56823,7.11766,4.73661,4.90618,0.75417,0.45085,84.12068,80.37442
227,financialStrength,ADUS,51.13045,37.66493,3.01613,5.06615,27.854,11.566,6.25043,12.60628,10.04002,13.28484,0,0,,,6.27293,12.81267
230,financialStrength,AAWW,,,0.57547,0.57547,-47.446,-47.446,110.7536,110.7536,1.64271,1.64271,,,,,132.8373,132.8373
231,financialStrength,WMS,29.92784,,2.2615,2.36749,82.118,152.489,55.51373,133.0018,7.46066,-0.67952,26.12636,,0.9791,1.19071,65.59266,136.758
232,financialStrength,PAG,48.83985,48.83985,0.97855,0.97855,142.5,142.5,80.79759,80.79759,10.69608,10.66503,30.03444,30.03444,0.19692,0.19692,227.923,227.923
233,financialStrength,MDRX,,,0.69486,0.69486,-84.182,-84.182,42.87692,42.87692,0.28421,0.28421,,,,,71.24218,71.24218
234,financialStrength,KLIC,215.3823,222.0928,5.11762,4.58256,22.659,-6.791,1.84731,0,,,117.3157,123.9278,4.60624,4.1117,9.76656,9.79394
235,financialStrength,ETH,,,1.76095,1.45108,-0.863,-12.531,0.14181,0.07663,624.3793,367.2,182.8975,82.20031,0.43884,0.43977,0.29296,0.24119
236,financialStrength,AZPN,22.9425,24.5573,1.33759,3.00079,236.746,235.187,0,76.48695,,,0,0,,,55.93908,88.0029
237,financialStrength,AXE,13.43338,13.43338,2.03408,2.03408,187.9,187.9,56.62314,56.62314,4.79193,4.79193,,0,1.12702,1.12702,56.62314,56.62314
239,financialStrength,AMH,,,,,-117.946,-117.946,53.10723,53.10723,1.91469,1.91469,69.91538,69.91538,,,53.10723,53.10723
240,financialStrength,AME,21.62304,21.62304,1.42074,1.42074,884.58,884.58,44.40026,44.40026,13.30659,13.30659,14.80279,14.80279,0.98271,0.98271,54.12463,54.12463
241,financialStrength,AJG,25.36131,25.35784,1.02203,1.02203,659.3,659.3,74.01998,74.01998,4.18242,4.18242,48.43002,48.42278,,,89.35506,89.35506
243,financialStrength,AGCO,466.6982,466.6982,1.29281,1.29281,374.5,374.5,42.18235,42.18235,,,46.42166,46.42166,0.57216,0.57216,47.71533,47.71533
244,financialStrength,AERI,,,4.49912,4.49912,-160.388,-160.388,112.9985,112.9985,-15.26186,-15.26186,,,4.24742,4.24742,112.9985,112.9985
245,financialStrength,ACRE,,,,,-6.721,-6.469,313.2772,313.2772,,,103.0494,103.0466,,,313.2772,313.2772
246,financialStrength,WAL,,,,,631.295,656.979,13.04594,13.04594,,,10.28285,10.28285,,,13.59868,13.59868
249,financialStrength,NOG,,,0.65382,0.65382,-229.378,-229.378,200.1566,200.1566,0.78081,0.78082,,,,,200.1566,200.1566
250,financialStrength,HTA,,,,,-588.631,-588.631,81.88706,81.88706,1.57063,1.57063,864.2071,864.2071,,,81.88706,81.88706
251,financialStrength,GIII,3.27003,3.27003,2.22928,2.22928,171.031,171.031,30.74321,30.74321,5.56275,5.56275,0,0,1.33033,1.33033,30.79535,30.79535
253,financialStrength,CVU,21.18568,9.65582,3.34982,3.23867,-3.09408,-3.89799,4.14911,2.36788,4.40421,5.30954,0,0,3.11777,3.0079,32.48643,31.55727
256,financialStrength,ARE,,,,,-3251.632,-3251.632,76.44498,76.44498,,,132.1854,132.1854,,,76.44498,76.44498
257,financialStrength,ANSS,39.36678,39.36678,2.23765,2.23765,454.996,454.996,12.26425,12.26425,,,0,0,,,14.43603,14.43603
258,financialStrength,AMNB,,,,,18.16,18.16,11.09918,11.09918,,,52.44906,52.44906,,,23.73742,23.73742
260,financialStrength,AIN,14.32843,14.32843,3.0502,3.0502,109.146,109.146,63.93586,63.93586,9.18393,9.18393,16.4791,16.4791,2.58084,2.58084,64.20136,64.20136
262,financialStrength,AGX,7.92979,,5.12012,3.41216,-136.491,-20.463,0,0,,,29.92159,,,,0,0
263,financialStrength,ADTN,,,2.84187,2.84187,-29.178,-29.178,0,0,,,,,1.96968,1.96968,6.46643,6.46643
264,financialStrength,ADMS,,,5.57815,5.57815,-80.797,-80.797,,,-7.12184,-7.12184,,,5.3827,5.3827,,
265,financialStrength,ACLS,35.60425,35.60425,5.47127,5.47127,-25.563,-25.563,11.47971,11.47971,11.00227,11.00227,,0,3.42705,3.42705,11.57484,11.57484
266,financialStrength,ABG,17.59186,17.02839,1.28516,1.28516,278.1,278.1,140.3373,140.3373,3.60668,3.57866,0,0,0.49527,0.49527,280.2568,267.2753
269,financialStrength,HOLI,2.73377,1.88506,3.24885,3.44368,79.072,136.275,0.10345,0.09123,,,8.67149,10.86823,3.12298,3.33672,2.45371,0.26992
270,financialStrength,GPI,111.2571,110.7974,1.03881,1.03881,158.7,158.7,114.0479,114.0479,2.83004,2.83004,12.11217,12.15155,0.25373,0.25373,246.5159,246.5159
271,financialStrength,AXTA,14.06368,14.06368,2.39855,2.39855,460.6,460.6,279.8848,279.8848,3.13011,3.02821,0,0,1.84714,1.84714,283.1266,283.1266
272,financialStrength,AWR,,,1.05567,1.05567,-77.778,-77.778,79.9621,79.9621,5.94367,5.94367,50.84358,50.8454,1.00025,1.00025,80.8505,80.8505
273,financialStrength,AWI,19.62388,19.62388,1.57474,1.57474,85.8,85.8,165.6618,165.6618,,,14.88834,14.88834,1.13338,1.13338,167.3883,167.3883
274,financialStrength,AVEO,,,2.39606,2.39606,-2.919,-2.919,41.74188,41.74188,,,0,0,,,106.197,106.197
276,financialStrength,ATHM,,,4.12476,4.12476,,,,,,,,0,,,,
277,financialStrength,ATAX,,,,,-17.46933,-17.46933,95.13097,95.13097,,,52.10149,52.10149,,,132.0575,132.0575
279,financialStrength,ANH,,,,,8.768,8.768,6.53551,6.53551,0.43593,0.43593,,,,,669.473,669.473
280,financialStrength,ALX,,,,,24.497,24.497,382.9994,382.9994,2.5242,2.5242,153.3483,153.3483,,,382.9994,382.9994
282,financialStrength,AER,,,,,-1622.81,-1622.81,316.4228,316.4228,1.94358,1.94358,0,0,,,316.5481,316.5481
283,financialStrength,AE,,,1.54987,1.54987,1.556,1.556,2.88576,2.88576,,,48.44645,48.44645,1.38439,1.38439,4.3148,4.3148
285,financialStrength,ODC,54.19974,27.41209,2.73802,2.57218,5.058,15.309,2.2514,0,17.73765,40.82759,56.01848,41.10686,1.99696,1.8953,4.52567,2.08498
287,financialStrength,KAR,,,1.28868,1.28868,216.1,216.1,112.7924,112.7924,1.65752,1.65752,154.0043,154.0043,,,114.5376,114.5376
288,financialStrength,HUSA,,,0.22527,0.22527,-1.64774,-1.64774,0,0,-8.7248,-8.72527,,,,,10.23411,10.23411
291,financialStrength,DOX,16.9508,,1.38714,1.34927,380.675,410.309,0,,1391.354,,31.70885,,,,0,
292,financialStrength,CXW,,,1.18051,1.18051,-48.458,-48.458,140.5962,140.0417,3.39178,3.39178,112.1671,112.1671,,,143.4981,142.3188
293,financialStrength,AXS,,,,,-43.936,-43.936,23.59587,32.61462,22.07151,22.07151,49.04608,49.04608,,,32.61462,32.61462
294,financialStrength,AXL,,,1.81002,1.81002,125.4,125.4,369.9161,369.9161,2.13853,2.0922,,,1.44602,1.44602,373.1895,373.1895
295,financialStrength,AWX,,,0.82063,0.82063,-4.01,-4.01,59.74885,59.74885,0.1589,0.1589,,,0.77789,0.77789,63.28652,63.28652
296,financialStrength,AVID,29.84582,29.84582,0.98338,0.98338,12.456,12.456,,,1.22702,1.22702,0,0,0.84597,0.84597,,
297,financialStrength,ASNA,,,1.44701,1.14639,-115.4,-0.9,886.4901,1624.412,-1.01351,-0.61447,,,0.76084,0.61504,886.4901,1652.48
298,financialStrength,ASGN,11.11822,11.11822,2.3218,2.3218,280.5,280.5,75.0109,75.0109,4.50975,4.50975,0,0,,,75.0109,75.0109
299,financialStrength,ARDX,,,11.34392,11.34392,-76.809,-76.809,26.1611,26.1611,-15.93835,-15.93835,,,,,26.79489,26.79489
300,financialStrength,ARAY,,58.68459,1.79037,1.89661,-33.952,-10.836,320.5149,328.3286,0.03702,0.29726,,,1.16168,1.16124,320.5149,328.3286
302,financialStrength,APT,85.9009,86.08716,11.70777,11.70777,1.805,1.805,0,0,,,0,0,6.79983,6.79983,0,0
303,financialStrength,APDN,,,0.95562,6.38838,-6.92921,-8.09476,,20.45607,,,,,0.89211,6.33358,,20.45607
304,financialStrength,AMBC,,,,,-1543.263,-421.551,514.9209,465.871,2.1532,0.65467,0,,,,514.9209,465.871
305,financialStrength,ALGT,,,0.91779,0.91779,-110.187,-110.187,141.3137,141.3137,6.08551,6.08551,19.91745,19.91745,0.87147,0.87147,160.9248,160.9248
307,financialStrength,AIT,18.17191,17.83745,2.70919,2.71584,114.365,148.088,101.3172,90.8736,6.72011,6.87778,33.63302,32.24363,1.65312,1.61384,106.7837,98.54018
308,financialStrength,AIMC,15.20117,15.19165,1.96438,1.96438,159.8,159.8,81.35047,81.35047,3.22764,3.22764,34.90566,34.90566,1.30939,1.30939,82.28684,82.28684
309,financialStrength,AEL,,,,,3320.076,3347.38,14.27492,14.27492,1.27103,1.27103,11.09513,11.09513,,,14.27492,14.27492
310,financialStrength,AEHR,,,3.63462,3.28925,-5.81,-3.149,0,0,-16.96429,-28.45349,,,1.99075,1.74448,0,0
312,financialStrength,ACHC,,,1.16963,1.16963,40.604,40.604,125.6927,125.6927,2.16219,2.16219,0,0,1.15936,1.15936,127.7083,127.7083
314,financialStrength,ACCO,10.73326,10.73326,1.36889,1.36889,140.7,140.7,100.4524,100.4524,5.21805,5.21805,22.84644,22.84644,0.88774,0.88774,104.7434,104.7434
316,financialStrength,TA,,,1.07643,1.07643,,,57.5197,57.5197,2.3023,,,,0.57225,0.57225,57.5197,57.5197
317,financialStrength,RPAI,,,,,-44.995,-44.995,99.53739,99.53739,1.21042,1.21042,442.3856,442.3856,,,99.53739,99.53739
318,financialStrength,MANH,35.32525,35.30682,1.27779,1.27779,131.715,131.715,0,0,,,0,0,,,0,0
319,financialStrength,LAMR,70.89944,70.89944,0.46101,0.46101,104.727,104.727,233.2958,233.2958,3.40669,3.40669,103.5161,103.5161,,,252.4869,252.4869
321,financialStrength,ATRO,5.41741,5.39138,2.84384,2.84384,30.606,30.606,49.06688,49.06688,8.33773,2.08175,0,0,1.63539,1.63539,49.6131,49.12449
322,financialStrength,ATNI,124.8514,124.8348,1.9113,1.9113,4.298,4.298,12.22797,12.22797,7.18639,7.18675,,,1.8674,1.8674,12.7826,12.7826
323,financialStrength,ARCW,,,1.43747,1.3928,-5.7,-2.86,116.9941,202.8432,-2.65159,-0.12203,,,0.79072,0.65566,123.7626,216.1497
324,financialStrength,APEI,5.61582,5.61695,4.92312,4.92312,31.115,31.115,0,0,,,0,0,,,0,0
325,financialStrength,AP,,,1.55686,1.55686,-18.061,-18.061,103.2597,103.2597,0.29704,0.29704,,,0.89448,0.89448,144.9018,144.9018
326,financialStrength,ANIK,6.89438,6.89642,14.39491,14.39491,34.178,34.178,0,0,,,0,0,13.04362,13.04362,0,0
327,financialStrength,ANGO,22.95122,42.6299,4.30127,2.31517,34.322,26.691,20.23487,0,1.12395,-0.16319,,,3.75462,1.43386,21.45475,0
328,financialStrength,AMOT,18.64406,17.95762,2.47943,2.47943,18.478,19.083,92.08937,92.08937,5.75691,5.75691,6.76184,6.76184,1.33483,1.33483,92.08937,92.08937
329,financialStrength,AM,,,0.44843,0.44843,-266.85,-266.85,92.0098,92.0098,6.15139,6.15139,,,,,92.0098,92.0098
330,financialStrength,ALV,45.98548,45.98548,1.24558,1.24558,-59.7,-59.7,81.83672,81.83672,11.35837,11.84013,47.04225,47.04225,0.93818,0.93818,99.28883,99.28883
332,financialStrength,AKR,,,,,-414.699,-414.699,115.7909,115.7909,0.77359,0.77359,182.9875,182.9875,,,115.7909,115.7909
333,financialStrength,AEGN,,,1.92366,1.92366,49.749,49.749,56.95473,56.95473,3.61038,3.61038,,,1.67929,1.67929,64.6233,64.6233
334,financialStrength,WIG1.DE,,,1.24381,1.33292,-8.399,-11.66,0,12.053,-92.62791,-123.4722,,,1.01685,1.27885,2.0534,15.28708
335,financialStrength,WRLD,9.72002,31.05369,,,224.6357,206.0301,45.63166,148.8514,,,0,0,,,45.63166,148.8514
336,financialStrength,UHAL,,,,,-933.564,-1441.99,112.7542,110.8547,4.35918,3.63799,10.56472,18.34196,,,112.7542,110.8547
337,financialStrength,UAMY,33.48647,,0.54106,0.32457,-1.55575,-1.75464,8.99558,8.41965,-14.76525,-20.04046,,,0.32636,0.15513,17.18704,18.81554
338,financialStrength,SAH,28.23323,28.23323,0.9765,0.9765,29.845,29.845,71.26552,71.26552,3.2546,3.25457,11.92913,11.92913,0.24187,0.24187,241.7384,241.7384
339,financialStrength,NAII,3.80258,8.34588,5.00954,6.11694,1.237,-1.113,0,0,,,0,0,3.18477,4.09498,0,0
340,financialStrength,CACC,12.68828,12.68828,,,785.5,785.5,192.7058,192.7058,5.37156,5.37156,0,0,,,192.7058,192.7058
341,financialStrength,ATSG,,,1.01349,1.01349,-56.564,-56.564,319.2576,319.2576,1.84332,1.84332,0,0,0.87143,0.87143,322.4525,322.4525
342,financialStrength,ASB,,,,,379.795,379.795,14.00626,14.00626,,,36.12244,36.12232,,,25.86497,25.86497
344,financialStrength,AROW,,,,,20.953,20.953,6.62849,6.62849,,,40.57638,40.57638,,,25.30524,25.30524
345,financialStrength,ARCB,10.22232,10.22232,1.49547,1.49547,59.746,59.746,34.88847,34.88847,16.83127,16.83127,20.48645,20.48645,,,42.39853,42.39853
346,financialStrength,AMRK,138.5735,179.0939,1.23647,1.24064,-15.023,17.786,131.8714,129.0508,,,0,0,0.69507,0.74432,796.0435,762.7551
347,financialStrength,ALRM,32.54077,32.54077,3.21491,3.21491,26.938,26.938,17.71399,17.71399,,,0,0,2.76411,2.76411,17.71399,17.71399
349,financialStrength,AGRX,,,9.30672,9.30672,-15.787,-15.787,0,0,,,,,,,0,0
354,financialStrength,AAOI,,,2.11049,2.11049,-31.183,-31.183,34.22025,34.22025,-10.92982,-10.92982,,,1.17975,1.17975,48.71948,48.71948
355,financialStrength,USAP,21.59342,21.59342,3.81979,3.81979,-21.763,-21.763,24.84659,24.84659,1.8264,1.8264,0,0,0.8791,0.8791,26.46461,26.46461
356,financialStrength,STFC,,,,,-61.3,-61.3,12.70966,12.70966,22.83673,22.83673,19.90847,19.90847,,,12.70966,12.70966
357,financialStrength,STAY,90.1994,90.1994,,,81.594,81.594,379.6029,379.6029,2.71636,2.71636,96.54217,96.54217,,,379.6029,379.6029
358,financialStrength,SEED,,,0.27934,0.27934,-8.48,,,,-12.04533,-12.04533,,,0.16422,0.16422,,
359,financialStrength,RGA,,,,,2110,2110,30.85079,30.85079,12.71782,12.71782,18.73563,18.73563,,,30.85079,30.85079
362,financialStrength,BREW,,,1.04182,1.04182,12.609,12.609,26.2719,26.2719,-9.79351,-9.52757,,,0.55608,0.55608,27.40114,27.40114
363,financialStrength,AXR,,,,,0.584,1.746,1.46807,1.08684,-125.92,,,,,,1.46807,1.08684
364,financialStrength,AVD,30.34642,30.34642,2.42501,2.42501,-5.905,-5.905,43.22633,43.22633,3.63726,3.63675,17.07963,17.07963,1.24703,1.24703,43.22633,43.22633
365,financialStrength,AUDC,,,1.53001,1.53001,14.5,14.5,1.29766,1.29766,-6.63933,-5.42533,168.9716,168.9716,1.20374,1.20374,3.97193,3.97193
366,financialStrength,ATRI,71.69548,71.69548,11.73834,11.73834,11.264,11.264,0,0,,,29.32916,29.32916,8.0047,8.0047,0,0
367,financialStrength,ATOS,,,10.82546,10.82546,-9.13607,-9.12844,0,0,,,,,,,0,0
368,financialStrength,ARC,5.44495,5.44495,1.23164,1.23164,39.896,39.896,62.1352,62.1352,2.82587,2.82587,0,0,1.0703,1.0703,74.04511,74.04511
369,financialStrength,AOSL,,,1.65931,1.6037,-81.035,-70.48,35.31015,37.57968,-1.10343,-2.18961,0,0,1.03198,0.96514,48.35512,49.90503
371,financialStrength,AMWD,9.14047,8.38704,2.04583,1.8452,158.717,133.706,111.0988,87.12985,4.1456,4.65102,0,0,1.32032,1.12458,111.4673,87.46484
372,financialStrength,ALLY,,,,,-246,-246,172.0866,172.0866,,,15.87209,15.87209,,,253.9401,253.9401
373,financialStrength,AIRI,,,1.17237,1.17237,-1.652,-1.652,33.37253,33.37253,0.16933,0.16933,,,0.29425,0.29425,254.2622,254.2622
374,financialStrength,ACGL,,,,,1969.01,1969.01,20.49088,20.49088,152.2842,152.228,0,0,,,20.49088,20.49088
375,financialStrength,ABR,128.5597,128.5694,,,-341.952,-341.952,396.8467,396.8467,,,89.07445,89.07436,,,396.8467,396.8467
376,financialStrength,ABCB,,,,,-976.467,-976.467,16.08167,16.08167,,,18.79944,18.79944,,,16.91724,16.91724
377,financialStrength,RAIL,,,2.21888,2.21888,-24.552,-24.552,8.7024,8.7024,-86.37438,-86.37438,,,1.71125,1.71125,8.7024,8.7024
378,financialStrength,MITT,,,,,-12.34,-12.34,26.42354,26.42354,,,76.55142,76.55048,,,407.259,407.259
379,financialStrength,HASI,,,,,-56.917,-56.917,148.7497,148.7497,,,109.9065,109.9077,,,148.7497,148.7497
382,financialStrength,ATTO,33.41856,33.37684,1.60352,1.60352,6.3,6.3,328.1794,328.1794,0.76049,0.76085,,,,,348.0891,348.0891
383,financialStrength,ATR,71.17128,71.17128,1.88978,1.88978,177.167,177.167,69.05286,69.05286,12.68459,12.68459,37.24494,37.24494,1.33979,1.33979,76.06641,76.06641
384,financialStrength,ATNM,,,2.36336,2.62608,-20.66715,-20.80796,0.15148,1.72316,,,,,,,2.97964,2.75489
385,financialStrength,ASTC,,,3.24821,0.75355,-8.475,-7.601,0,0,,-245.8182,,,2.85322,0.65123,0,607.2875
387,financialStrength,ASC,78.37332,78.37343,1.62206,1.62206,17.69348,17.69348,118.0078,118.0078,0.62645,0.62645,,,1.45395,1.45395,129.721,129.721
388,financialStrength,ARTNA,,,0.55498,0.55498,-30.929,-30.929,89.94684,89.94684,3.57432,3.5746,61.11893,61.11893,0.50561,0.50561,95.70033,95.70033
389,financialStrength,ADRO,,,10.08759,10.08759,-66.768,-66.768,0,0,,,,,,,0,0
390,financialStrength,ACNB,,,,,17.379,17.379,0,0,,,29.17246,29.17246,,,17.64231,17.64231
392,financialStrength,AAT,,,,,-522.896,-522.896,103.3291,103.3291,2.13245,2.13249,134.9556,134.9556,,,103.3291,103.3291
394,financialStrength,LNT,,,0.42622,0.42622,-1215.7,-1215.7,102.3663,102.3663,6.11399,6.11399,60.6066,60.6066,0.31556,0.31556,120.7674,120.7674
395,financialStrength,KALU,96.67231,96.67231,4.57629,4.57629,132.7,132.7,67.85666,67.85666,8.03175,7.94764,63.54839,63.54839,3.53404,3.53404,68.02017,68.02017
396,financialStrength,HOMB,,,,,146.89,146.89,14.71441,14.71441,,,29.57356,29.57356,,,20.63618,20.63618
397,financialStrength,FAF,,,,,617.67,617.67,22.77226,22.77226,19.93303,19.93303,26.63802,26.63802,,,22.77226,22.77226
399,financialStrength,CAAS,,,1.45159,1.50205,-13.427,-19.053,0.10179,2.5869,-34.93878,,0,0,1.19369,1.20911,50.95758,44.83728
401,financialStrength,ATV,,,2.48401,2.48401,,,,,,,,0,2.25896,2.25896,,
402,financialStrength,ATLC,80.95766,15.35478,,,41.473,113.354,,2431.141,,,,0,,,,24522.74
406,financialStrength,ANY,,,0.3628,0.25901,-7.677,-4.848,,,-166.0526,,,,0.23519,0.15822,,
407,financialStrength,ANIP,13.30042,13.27301,3.04324,3.04324,38.996,38.996,82.62004,82.62004,1.78405,1.78405,0,0,2.26234,2.26234,87.29176,87.29176
408,financialStrength,AMSWA,,,2.61019,2.63494,3.127,4.551,0,0,,,200.6615,129.8352,,,0,0
409,financialStrength,AMSF,,,,,-9.21,-9.21,0.0007,0.01255,,,93.70159,93.70159,,,0.01255,0.01255
411,financialStrength,AKTX,,,0.78918,0.78918,-12.91831,-12.91831,,,-138.6216,-138.6443,,,,,,
412,financialStrength,AGYS,,119.747,1.35923,1.34752,1.734,6.078,0.03478,0.03198,,,,,1.32407,1.31786,0.05665,0.05674
413,financialStrength,AFG,,,,,1968,1968,23.49657,23.49657,21.29412,21.29412,49.72129,49.72129,,,23.49657,23.49657
415,financialStrength,RESI,,,,,-84.445,-84.445,453.1582,453.1582,,,,,,,485.2876,485.2876
417,financialStrength,DGLY,,,2.88067,1.55052,-9.15908,-5.27515,,,-2.61481,-3.84343,,,1.36498,0.59973,,
419,financialStrength,AWRE,,,13.25123,13.25123,-3.056,-3.056,0,0,,,,,,,0,0
420,financialStrength,AVNW,2.49012,2.55619,1.53261,1.39312,-2.302,9.888,0,0,,,0,0,1.41694,1.2384,12.5846,13.14502
421,financialStrength,APPF,100.9275,94.03672,1.30221,1.30221,9.805,9.805,35.90375,35.90375,3.90629,4.25816,0,0,,,36.81925,36.81925
424,financialStrength,ALLE,27.88566,27.88566,1.97594,1.97594,322,322,188.4869,188.4869,10.50802,10.40285,25.112,25.112,1.44359,1.44359,188.5001,188.5001
425,financialStrength,AJRD,16.82161,16.82161,1.63007,1.63007,218.3,218.3,61.08895,61.08895,11.80693,11.80693,0,0,1.60248,1.60248,110.456,110.456
426,financialStrength,AHH,,,,,-285.321,-285.321,237.0275,237.0275,3.40759,3.40759,210.4362,210.4362,,,237.0275,237.0275
427,financialStrength,AGM,,,,,-63.593,-63.593,1338.22,1338.22,,,31.98505,31.98505,,,2591.74,2591.74
429,financialStrength,ADMA,,,6.11784,6.11784,-80.00534,-80.00534,317.6373,317.6373,-5.05632,-5.05632,,,2.33504,2.33504,317.6373,317.6373
430,financialStrength,AAME,,,,,-2.678,-2.275,28.49638,28.49638,0.80892,0.80892,,,,,28.49638,28.49638
432,financialStrength,SINO,,,3.04342,3.04358,-4.41656,-2.77211,0,0,-30.83673,-26.29302,,,,,0,0
434,financialStrength,JAGX,,,0.30571,0.88101,-22.73736,-22.21959,0,32.7698,-11.14744,-5.58288,,,0.18034,0.60999,111.8307,32.7698
435,financialStrength,DIT,237.7486,258.8987,4.26901,3.2618,-16.52852,-3.00127,104.519,58.93631,5.76846,4.76026,13.86334,9.51237,1.02897,1.27927,105.3959,59.80355
436,financialStrength,CRMT,9.75204,8.77709,,,20.833,2.357,58.63195,63.10131,8.58087,9.87082,0,0,,,59.12043,63.4615
437,financialStrength,CGA,-2.76522,,4.91391,5.14947,-71.47446,-46.09906,0,0,68.76093,-127.1642,,,2.99533,3.61186,2.81355,1.54661
438,financialStrength,ATEN,,,2.26416,2.26416,-4.766,-4.766,0,0,,,,,2.03477,2.03477,0,0
442,financialStrength,APPS,,,0.96907,1.18099,-1.045,18.474,0,0,0.49214,0.64998,,,,,0,0
445,financialStrength,ANAT,,,,,396.767,396.767,2.63779,2.63779,,,14.22441,14.22441,,,2.63779,2.63779
448,financialStrength,ADMP,,,1.35916,1.35916,-22.75209,-22.75209,0.00427,0.00427,,,,,1.15729,1.15729,5.99164,5.99164
449,financialStrength,ACC,,,,,-414.906,-414.906,103.1315,103.1315,1.75075,1.75075,311.3391,311.3391,,,103.1315,103.1315
450,financialStrength,REX,3.21393,3.21393,8.58049,8.58049,6.567,6.567,0,0,,,0,0,7.4528,7.4528,0,0
451,financialStrength,GAPB.MX,,408.3031,2.00307,2.00307,1113.008,1113.008,72.65912,72.65912,11.94725,11.94727,94.29439,41.28004,,,83.93158,83.93158
452,financialStrength,NNA,,,0.47123,0.47123,-48.34,-48.34,318.6738,318.6738,0.61857,0.61857,,,0.44557,0.44557,373.7803,373.7803
453,financialStrength,NAUH,,,0.21951,0.21951,-6.246,-6.246,,,-5.08831,-5.08831,,,,,,
