,metricType,symbol,metric.bookValueShareGrowth5Y,metric.capitalSpendingGrowth5Y,metric.dividendGrowthRate5Y,metric.ebitdaCagr5Y,metric.ebitdaInterimCagr5Y,metric.epsGrowth3Y,metric.epsGrowth5Y,metric.epsGrowthQuarterlyYoy,metric.epsGrowthTTMYoy,metric.focfCagr5Y,metric.netMarginGrowth5Y,metric.revenueGrowth3Y,metric.revenueGrowth5Y,metric.revenueGrowthQuarterlyYoy,metric.revenueGrowthTTMYoy,metric.revenueShareGrowth5Y,metric.tbvCagr5Y,metric.totalDebtCagr5Y
168,growth,APO,-5.38883,46.02245,17.34927,18.32828,18.32826,20.8435,44.23402,171.4908,1947.108,,2.2991,12.2384,13.44851,896.2502,168.2227,6.93892,0.7112,-25.3992
169,growth,ALSK,3.63323,-1.56035,,12.80723,12.80723,25.69283,,159.0285,-41.24196,38.64247,,0.7044,-5.95004,-0.72756,-0.33295,-7.72911,5.02485,-16.30521
170,growth,ALG,10.17425,26.23471,10.06423,10.59552,10.59552,15.47003,9.28407,-28.08899,-10.60819,24.82787,2.76464,9.82944,5.92992,17.24392,10.93513,6.35559,-4.19426,18.42944
171,growth,AHC,-21.18229,5.84266,0,-45.34864,-44.151,,,3020.544,-120.5735,,,-9.41097,-6.03758,-6.71109,-12.99355,-5.766,-18.88334,
172,growth,ACTG,-17.92324,-35.99589,,,,,,102.864,83.31714,,,-58.08324,-38.78926,-98.60171,-91.4483,-39.06377,0.78251,
173,growth,,,,,,,,,,,,,,,,,,,
174,growth,MAA,6.70866,-3.94685,5.39478,2.43101,11.05204,3.36578,9.30131,114.6765,50.84875,,8.77346,13.39886,10.58373,4.68896,4.43384,0.96176,16.0056,4.86571
175,growth,,,,,,,,,,,,,,,,,,,
176,growth,,,,,,,,,,,,,,,,,,,
177,growth,AT,-28.39251,-11.43878,,-13.21567,-11.04569,,,-456.2983,-273.2655,50.74585,,-10.9814,-10.4831,-6.36492,-0.24796,-8.68913,,-15.97432
178,growth,,,,,,,,,,,,,,,,,,,
179,growth,ARCO,-1.78944,,,2.42569,7.79725,1.59702,,210.775,2872.695,,,0.34535,-4.11574,-8.44795,-6.1267,-3.54896,-1.07308,-3.95578
180,growth,ANET,34.90809,3.70083,,43.98051,43.97052,61.99334,52.46173,48.96497,158.3362,51.48715,19.12469,28.76423,32.77934,-7.2483,12.05451,22.73996,38.13454,
181,growth,,,,,,,,,,,,,,,,,,,
182,growth,AIR,0.60646,-3.50669,0,-7.01643,-3.45808,19.99561,6.03313,-88.69281,1.68824,-18.10065,-0.41864,10.38678,3.72263,4.45703,13.02354,6.10694,6.04147,-25.89353
183,growth,,,,,,,,,,,,,,,,,,,
184,growth,WAB,22.57339,31.20205,10.06423,13.892,13.41824,-18.02677,-12.61065,75.6682,-41.76187,13.04338,-19.18607,40.90397,21.91605,111.8661,87.92054,8.03649,,53.4147
185,growth,RS,8.00094,4.93043,10.06423,8.22359,8.22359,35.4342,16.94983,93.46686,18.04162,74.01822,12.31339,8.40786,0.97988,-13.0135,-4.86107,3.99695,13.85327,-7.15118
186,growth,PKG,15.9675,-1.39742,11.49379,5.01992,5.01562,15.62887,13.01263,-32.87941,-5.56835,28.19069,8.31185,6.41632,3.53942,-1.51732,-0.71566,4.19135,21.63578,0.94851
187,growth,AXDX,,-29.78071,,,,,,4.65548,4.61872,,,235.5846,137.9012,90.45005,63.96825,127.5395,,281.9385
188,growth,,,,,,,,,,,,,,,,,,,
189,growth,AVA,3.90472,5.91852,4.20063,2.20924,2.20924,11.42185,8.96706,8.58037,43.81665,,12.42932,-2.29035,-1.78679,-2.05845,-3.67036,-3.13897,5.76513,5.86624
190,growth,ATHX,-11.54231,14.28373,,,,,,20.75211,-63.84303,,,-31.26595,28.25794,-81.03106,-76.81034,11.97891,2.17733,
191,growth,ARWR,-3.4156,47.52747,,,,,,-121.1846,254.8353,,,921.5625,295.2434,-15.01337,245.9312,240.7046,6.56956,
192,growth,ANGI,,12.70163,,,,,,-100.2974,-54.51907,,,60.07437,33.30824,15.23915,17.13098,-13.81121,,33.08356
193,growth,AMG,0.59818,-12.94494,,-1.99572,-1.9955,-66.91374,-47.37832,114.592,-90.35522,-9.73362,-14.92227,0.67888,-2.26093,-1.57662,-5.83586,0.58209,,-1.09061
194,growth,ALSN,-3.23349,19.87091,0,8.05989,8.05989,56.82776,31.3918,1768.544,36.47094,7.85434,15.81201,13.60364,4.86693,-4.63679,-0.55289,13.45271,,0.21424
195,growth,ALGN,12.83085,44.10327,,23.09191,23.09191,33.41337,25.54571,27.03171,12.38881,24.12525,-0.46079,30.62369,25.87411,21.6784,22.39033,26.55285,13.6281,
196,growth,AKBA,-8.68228,96.18352,,,,,,8.35919,1.65679,,,502.0674,,16.21554,61.2582,,-14.16543,
197,growth,AGO,14.37023,,11.4576,-18.80605,-18.83278,-15.12725,-8.53479,80.93391,-12.18722,,-4.93232,-17.16968,-13.84704,21.03004,-5.76369,-3.83731,2.20997,-0.94282
198,growth,,,,,,,,,,,,,,,,,,,
199,growth,ACRX,,-8.81688,,,,,,-2.12418,17.60965,,,-49.09927,-15.1904,-22.51223,6.41562,-24.79107,,0.49756
200,growth,ROK,-29.05986,-1.19116,10.1906,-10.50839,-0.8668,1.5689,-0.28597,303.689,7.29716,0.60816,-3.59784,4.42369,0.21437,2.56957,0.22762,3.42873,,12.99179
201,growth,GLPI,,-59.69075,5.70305,21.72602,21.72602,4.21564,9.00018,145.9483,14.46701,,7.61,11.67289,14.30731,-4.72542,9.25864,1.23728,,17.42287
202,growth,AZZ,9.482,-10.03774,4.26036,-2.37147,-0.25177,-12.97922,-3.72083,42.51911,55.4147,7.57602,-7.3759,1.39296,4.28276,21.55305,10.13847,3.94991,,-9.90754
203,growth,ATRC,5.35402,17.20467,,,,,,-235.4187,-41.30672,,,14.16613,16.52129,15.93406,14.47056,8.54962,,296.1085
204,growth,,,,,,,,,,,,,,,,,,,
205,growth,ARMK,12.7788,-1.5946,5.00815,4.09369,4.01676,14.54161,22.61525,-46.97636,-32.49304,,21.78655,4.02456,1.81322,-0.27552,0.78139,0.60867,,4.17762
206,growth,AOS,4.67832,-5.64247,23.31058,9.77327,9.77327,6.3243,14.21427,-24.86389,-14.01958,14.47618,6.98765,3.67111,4.90051,-7.58154,-6.12315,6.75461,3.97013,4.87975
207,growth,,,,,,,,,,,,,,,,,,,
208,growth,,,,,,,,,,,,,,,,,,,
209,growth,AMCX,,18.17878,,-6.32635,-6.60578,21.31996,12.96025,-113.4781,-13.51046,3.31956,1.58973,3.55731,7.06215,1.59902,2.97423,12.43339,,2.34928
210,growth,ALIM,,-27.04628,,,,,,177.1572,-147.3804,,,16.25395,44.97518,14.7734,15.75999,122.2576,,3.18143
211,growth,ALE,4.24772,0.83442,4.15213,3.88115,3.87477,4.59409,4.39267,-36.11855,6.14016,,6.25699,-2.53177,1.76128,-32.05443,-17.22274,-1.87495,6.81264,3.22159
212,growth,AHT,-15.03326,10.68213,-9.14396,15.80724,15.85922,,,40.63812,9.61841,,,0.23883,13.58499,3.25135,5.03009,10.65862,-12.80467,16.14332
213,growth,ABBN.SW,-2.51843,-5.776,3.44702,-2.35087,-6.29404,-2.80848,-15.98122,50.80314,-30.84822,,-10.4461,3.92114,-6.82031,-4.42191,1.14236,-5.46378,-33.73428,3.39835
214,growth,SPR,7.26259,1.06691,68.68644,0.85818,0.85617,11.00404,14.91624,-60.80902,-10.29634,35.25698,5.04182,4.99763,2.9502,6.75639,8.87704,9.35799,1.70396,21.34117
215,growth,SEE,,4.27153,1.61318,-3.93651,-3.90826,1.33115,5.06816,-13.57458,-34.53024,,8.35429,4.39339,-9.17172,3.06276,1.23397,-3.15328,,-2.9328
216,growth,DLPH,,2.87352,,-6.03192,,-58.20356,-43.75014,-130.9697,-95.47303,,-38.49439,-0.93758,-0.80128,-9.82067,-10.23055,-0.53194,,
217,growth,CBL,-10.93136,-13.57667,,-6.93696,-6.93696,,,133.466,-23.90952,,,-9.24212,-6.23749,-12.37683,-10.46652,-6.58583,-10.31846,-5.58231
218,growth,,,,,,,,,,,,,,,,,,,
219,growth,AYR,5.16404,-6.85881,6.98388,0.40575,0.39273,2.41943,10.62961,-54.01984,-35.24593,,7.91076,4.11682,1.28128,-21.36427,2.20494,2.59236,3.59572,6.21377
220,growth,APOG,8.12977,13.56965,11.42753,7.63848,7.67958,-7.94357,6.13745,200.3321,44.98778,2.68891,-3.77396,7.57391,8.2379,-2.64401,-1.08353,10.30017,12.68355,60.23131
221,growth,ANDE,1.03935,12.55307,3.37915,10.13165,10.12836,10.72495,-32.1139,-76.15706,-62.20833,,-41.54777,27.68459,12.46928,132.028,168.2813,9.11925,-1.25993,26.58784
222,growth,AMSC,-23.24672,27.9141,,,,,,-138.9834,-161.9156,,,-16.34887,-7.74682,26.7511,9.38022,-27.38592,-7.03042,
223,growth,AMRS,,21.18757,,,,,,30.96403,33.49394,,,31.4331,28.65925,1492.145,206.4686,-22.33658,,3.2494
224,growth,AMED,10.90692,-8.06111,,31.03192,26.80033,51.56009,57.56888,-0.04789,8.14013,,42.71962,11.27775,10.17732,15.2632,17.62654,10.06555,,15.78679
225,growth,ALEX,-8.80386,27.70682,40.27153,-8.1918,-8.1918,,,104.162,51.5166,,,3.9455,-0.94243,-64.08545,-32.46431,-8.21967,-0.05596,-0.03969
226,growth,ALCO,3.40092,8.65111,-7.16822,25.46617,27.83433,81.71975,31.35571,132.0105,1433.218,24.46405,27.39432,-5.35455,3.28596,-25.53623,50.87422,2.89988,3.48156,19.92287
227,growth,ADUS,15.00743,43.24181,,13.39503,13.97459,11.41464,6.84192,32.60757,15.01524,0.99705,-4.38854,15.43725,14.26911,23.2994,21.98315,11.74611,20.87807,
228,growth,,,,,,,,,,,,,,,,,,,
229,growth,,,,,,,,,,,,,,,,,,,
230,growth,AAWW,3.92229,-8.56916,,7.24656,7.2465,,,-357.7957,-240.377,,,14.19069,8.76987,-2.34117,2.29542,8.17293,4.90052,4.4175
231,growth,WMS,16.32179,1.18293,16.96069,13.88836,-1.87878,46.44593,,11.40528,-355.8108,,41.56915,2.37236,5.33601,23.67429,15.6041,1.2525,45.07172,-8.61284
232,growth,PAG,13.46952,6.85323,12.82918,6.01689,5.95669,9.70086,9.6159,9.12103,-4.34683,3.27396,1.18162,4.834,6.10926,8.31541,1.73052,8.05827,,9.20335
233,growth,MDRX,2.13797,14.21846,,9.78033,8.92235,,,39.89091,-1223.432,,,8.52585,5.15625,1.95277,1.24088,6.8157,,10.07065
234,growth,KLIC,3.40003,2.9812,,-14.26893,-16.26367,-16.24586,-13.18599,-6.30936,-80.74616,-20.71445,-14.94906,-4.86397,-1.02387,-8.21269,-36.69025,2.16851,-1.9945,31.49975
235,growth,ETH,1.51536,-13.92738,8.80625,-3.33117,-6.17354,-21.68014,-8.11165,-41.19089,-26.21737,,-9.75508,-2.03552,0.00067,-11.45208,-7.99235,1.82098,-0.20883,-61.79189
236,growth,AZPN,44.39864,-21.01076,,16.72734,11.18469,30.24454,32.29627,-33.20157,150.0237,3.95228,14.91285,8.20094,8.85651,-11.1741,11.2926,15.12753,34.75544,
237,growth,AXE,9.73153,-0.14933,,5.57908,5.51182,28.59682,9.32957,146.9987,69.8991,24.07526,0.03345,5.08424,9.9417,6.28569,5.30225,9.29303,14.0325,-2.5992
238,growth,,,,,,,,,,,,,,,,,,,
239,growth,AMH,1.69037,18.53903,0,25.22594,25.22594,,,31.96832,260.2769,,,9.16546,23.44424,5.06592,6.5734,13.41635,9.48475,9.7682
240,growth,AME,10.71486,7.48884,15.86754,6.35503,6.35585,19.66296,9.6827,11.18099,14.03046,9.03159,2.81622,10.33899,5.1037,2.63449,6.45261,6.6784,,10.06595
241,growth,AJG,6.91484,11.23626,4.02969,12.00941,11.7726,16.51419,12.33961,-43.84747,2.19965,46.50003,8.6925,8.19687,9.23345,3.86147,3.76406,4.76891,,13.99691
242,growth,,,,,,,,,,,,,,,,,,,
243,growth,AGCO,-0.45431,-1.93766,6.60536,-3.70908,-3.70908,-11.83685,-20.97312,-226.7449,-62.48345,31.26402,-29.10515,6.85529,-1.44451,-3.03217,-3.32121,2.61075,-9.14165,4.51526
244,growth,AERI,25.21039,122.8942,,,,,,-5.94835,20.90173,,,,,70.56586,189.0203,,42.87475,8.72722
245,growth,ACRE,0.93859,-1.63653,8.27134,10.50191,12.58192,12.16561,10.22479,-4.12918,-4.78906,,-3.71365,19.49228,14.46218,18.58952,18.22463,14.25381,1.13464,-0.01473
246,growth,WAL,21.12694,20.34307,,25.46081,25.46081,24.60377,23.4493,10.86493,17.05522,32.9312,4.39914,20.47954,24.08882,11.86411,18.53557,18.02669,22.76806,-3.31671
247,growth,,,,,,,,,,,,,,,,,,,
248,growth,,,,,,,,,,,,,,,,,,,
249,growth,NOG,-35.80975,3.59315,,-10.65861,-10.65861,,,-147.0403,-208.1019,,,48.27825,-4.51063,-86.68467,-30.41907,-34.04293,-6.23698,6.76481
250,growth,HTA,6.04351,14.87981,1.65319,13.51228,13.51228,-23.9708,-17.41347,-42.0966,-85.85132,,-18.52618,14.50716,13.24872,2.33027,-0.62979,1.49171,18.97049,14.41889
251,growth,GIII,9.68617,-2.24898,,9.05353,9.09183,38.97844,3.4383,8.59442,8.14298,29.99471,-2.43725,9.81636,8.34577,-1.58689,2.73896,6.2876,-2.34823,
252,growth,,,,,,,,,,,,,,,,,,,
253,growth,CVU,-5.5835,-2.5885,,-5.54935,,-26.40325,-23.9044,115.3823,-21.69711,,-22.33106,-5.73621,0.2257,35.19874,24.15023,-2.02577,0.98582,4.31713
254,growth,,,,,,,,,,,,,,,,,,,
255,growth,,,,,,,,,,,,,,,,,,,
256,growth,ARE,6.49843,40.97948,-1.62498,16.6496,16.6496,,25.65084,714.8999,-11.02944,,14.10776,18.43739,16.06991,19.87029,15.35543,5.9083,17.64507,12.99979
257,growth,ANSS,10.517,11.54629,,6.03444,6.03528,20.55518,14.10989,6.39464,6.65241,4.83684,1.73399,15.31937,10.12262,17.04154,17.18072,12.16498,-2.69972,
258,growth,AMNB,5.55813,27.64765,2.704,14.04173,14.04173,1.60378,4.1628,16.79513,-21.86514,16.91818,-1.22006,18.24067,14.36804,37.44341,35.02647,5.44941,11.48564,-1.26102
259,growth,,,,,,,,,,,,,,,,,,,
260,growth,AIN,6.20727,2.91082,12.18137,13.57428,13.5783,35.70119,25.81142,85.00884,65.44319,81.15781,17.70187,10.56813,7.17846,6.0316,8.23988,6.95604,1.20639,10.45997
261,growth,,,,,,,,,,,,,,,,,,,
262,growth,AGX,18.28518,49.90424,12.62477,-7.1027,,11.06929,3.57902,-121.2287,-162.7397,,-10.80554,5.27257,16.21385,-49.84844,-54.14299,14.27517,21.24016,
263,growth,ADTN,-5.06819,-3.34751,0,,,,,6.99191,-127.6533,,,-5.93127,-3.37752,-17.34695,0.14813,-0.46917,-8.47025,-3.1034
264,growth,ADMS,,-57.41331,,,,,,21.63555,22.09836,,,357.1194,-0.43678,22.77882,60.47994,-9.57054,,
265,growth,ACLS,16.59481,67.93838,,,,12.30759,,14.97035,-63.9382,,,8.70613,11.0522,1.9303,-22.5085,6.82574,20.0294,27.28615
266,growth,ABG,16.53412,-1.97005,,3.44625,3.5601,8.89932,20.75646,10.1577,15.37158,123.381,6.02578,3.37023,4.20705,6.15402,4.88624,13.8935,2.0112,3.27301
267,growth,,,,,,,,,,,,,,,,,,,
268,growth,,,,,,,,,,,,,,,,,,,
269,growth,HOLI,13.04353,4.8389,,5.27818,1.48435,1.65812,11.4995,-21.89287,-2.912,1.0849,9.93866,1.56844,1.8132,13.81269,3.49977,0.8489,17.18355,-3.68638
270,growth,GPI,10.90084,4.9844,6.20094,3.47669,3.48297,11.97177,21.12732,59.00896,20.29085,38.80594,9.07259,3.42137,3.91874,6.96463,3.81371,10.99689,,4.59125
271,growth,AXTA,4.86526,-9.79838,,7.31863,7.68974,88.06353,54.75203,-23.29314,32.1917,48.8664,48.13071,3.07668,0.4097,-5.78144,-4.55281,-0.06314,,1.18773
272,growth,AWR,4.28309,15.93201,8.26894,0.22198,0.215,12.14365,7.80424,23.43236,32.49393,,6.30821,2.80835,0.34447,1.79091,8.48252,1.3638,3.49376,8.32296
273,growth,AWI,-8.37593,-20.38482,,2.22359,2.22359,40.07378,28.01979,43.11233,34.59603,,30.7358,7.42846,-4.31566,3.34868,6.43904,-2.13627,,-10.1421
274,growth,AVEO,-25.19387,,,,,,,-115.817,209.7333,,,125.3855,9.70272,-48.48281,432.3535,-11.58401,-6.34669,-5.25596
275,growth,,,,,,,,,,,,,,,,,,,
276,growth,ATHM,29.99907,,,23.88001,24.6502,36.26445,32.18167,8.77251,11.32821,,1.60479,12.20067,31.60551,6.48511,16.41885,30.09948,43.91174,
277,growth,ATAX,6.87349,-64.90324,0,8.90835,8.90834,7.78894,11.37499,-26.72608,-29.58063,,3.44298,2.40571,11.44356,-18.86617,-11.1552,11.02793,7.07925,6.4237
278,growth,,,,,,,,,,,,,,,,,,,
279,growth,ANH,-4.15493,-51.21934,-7.81741,-6.52245,-6.50276,,,171.3594,-285.8505,27.17186,,10.30085,1.97048,-29.55094,10.4466,7.41313,-6.05089,-9.78632
280,growth,ALX,-6.16458,-31.34862,4.00419,0.77512,0.77512,-11.45827,-2.30252,44.72176,6.03435,,-4.58544,-0.08615,2.42296,-2.9305,-2.78106,2.39264,-6.16057,-1.22688
281,growth,,,,,,,,,,,,,,,,,,,
282,growth,AER,13.83258,13.17533,,6.1408,6.1408,15.17617,13.19927,44.70321,23.71347,,2.40517,-1.79457,5.96596,2.49856,3.25852,11.92866,19.00885,-0.61016
283,growth,AE,-0.83911,6.2687,2.22294,-4.98889,-4.98889,48.18413,5.62719,168.5546,177.8682,-34.49255,24.66561,18.10152,-15.20971,-2.55507,3.48723,-15.2715,-0.96487,
284,growth,,,,,,,,,,,,,,,,,,,
285,growth,ODC,3.84799,-4.13891,4.55159,0.80061,7.34575,-3.7468,7.30951,104.7033,106.8999,,7.73392,1.83562,0.79183,1.6099,6.24655,0.0956,7.09985,-22.81848
286,growth,,,,,,,,,,,,,,,,,,,
287,growth,KAR,3.18972,9.85605,-3.18137,-2.62414,-1.79403,-24.23884,-10.25031,2.91645,-20.00828,2.56462,-13.86294,-4.05867,2.85205,13.05153,13.88161,4.19412,,1.50237
288,growth,HUSA,-13.00756,-27.1103,,,,,,-616.962,-491.0314,,,81.86576,22.38661,-42.49442,-57.65254,16.7826,-8.83308,
289,growth,,,,,,,,,,,,,,,,,,,
290,growth,,,,,,,,,,,,,,,,,,,
291,growth,DOX,3.68565,2.79965,13.59353,3.32615,,8.63987,5.8223,,,-5.56084,-0.19205,3.19954,2.77683,,,6.17174,-8.38976,
292,growth,CXW,-1.84487,7.42873,-4.80207,2.31254,2.31254,-5.3107,-0.94814,1.40788,18.21969,,-4.23834,2.30535,3.76038,3.23854,7.89442,3.43584,-1.85659,10.66177
293,growth,AXS,2.43538,24.7854,3.81528,-0.58071,-0.58071,-13.04742,-14.43999,95.03513,65986.2,,-19.94204,8.78877,3.46692,9.37853,1.71526,8.21404,-1.88665,12.78489
294,growth,AXL,42.14638,16.02563,,16.17174,15.94064,,,-27.95879,-709.6848,2.30421,,18.26745,12.05938,-15.5894,-10.17138,3.61452,,19.17541
295,growth,AWX,-1.62182,1.06401,,28.459,29.65577,,,75.9591,61.81801,,,3.6696,5.83819,9.08289,9.83867,5.44192,-1.25162,41.0943
296,growth,AVID,,-11.57658,,4.85549,4.34256,-47.45825,-14.1647,134.6759,156.5496,,-7.84754,-6.99898,-4.93111,3.21519,-0.3615,-6.85574,,
297,growth,ASNA,-41.10966,-22.1548,,-13.87326,-11.54762,,,-66.32424,-843.908,,,-7.74082,2.77566,-4.28661,-6.29529,-0.84234,,50.7386
298,growth,ASGN,16.07577,10.63398,,18.70489,18.70489,21.87142,19.31603,-8.67963,12.13928,29.7447,0.89228,17.15247,17.86879,10.27806,15.41626,18.26083,,20.17438
299,growth,ARDX,-8.43102,-29.42334,,,,,,36.71308,8.27176,,,,-30.08947,2547.059,102.57,-45.48543,25.19758,
300,growth,ARAY,-15.09575,-18.42065,,29.02768,,,,323.0306,-104.0728,,,1.64327,2.54025,-3.41289,-0.66154,-0.35261,,-3.95823
301,growth,,,,,,,,,,,,,,,,,,,
302,growth,APT,4.53418,6.47582,,-1.62603,-1.64773,6.57772,9.24023,-43.01146,-12.89428,,2.24057,0.35176,-0.41647,-0.44671,0.09008,6.84626,-2.57439,
303,growth,APDN,,-21.73044,,,,,,73.62782,52.85995,,,8.78203,14.64374,-28.36077,24.11329,-6.20555,,-3.00566
304,growth,AMBC,17.58656,,,-14.72675,0.49107,-28.08576,-45.53729,161.9472,-167.8801,,-29.64159,-8.65849,-16.63631,61.00863,-29.06737,-16.72859,,-11.44751
305,growth,ALGT,26.36612,12.64817,5.27265,13.12947,13.05935,2.37475,24.02374,45.67163,42.67205,,10.68346,10.11162,10.11678,11.87997,10.40621,12.40958,24.71229,19.28292
306,growth,,,,,,,,,,,,,,,,,,,
307,growth,AIT,3.83434,-1.23884,3.5116,11.38542,8.57042,68.931,6.28983,16.75617,5.08117,18.22792,-2.32649,11.29014,7.14002,-0.79318,0.8171,8.82154,,41.19196
308,growth,AIMC,24.97297,13.00861,4.26036,27.45088,27.45783,26.60861,6.05274,845.123,50.82743,31.00315,7.18892,37.28128,17.47385,-5.80858,56.0482,-1.01055,,43.96818
309,growth,AEL,12.26152,24.36354,7.72173,32.72481,32.72481,40.22602,11.19362,307.8716,-46.59832,36.86151,4.20882,16.00798,9.70447,347.422,124.0547,6.70276,16.38789,-0.46975
310,growth,AEHR,1.63701,-12.58836,,,,,,138.816,-90.05771,,,13.2381,1.35671,16.29166,-9.8803,-10.69364,17.02306,
311,growth,,,,,,,,,,,,,,,,,,,
312,growth,ACHC,13.93297,16.46341,,22.57566,22.5815,158.9287,-3.78595,96.50881,161.5817,,-15.62101,3.39973,25.33791,4.93378,3.15425,14.27603,,23.88967
313,growth,,,,,,,,,,,,,,,,,,,
314,growth,ACCO,5.6826,5.5621,,3.31469,3.31469,6.53459,6.06863,21.14211,3.58424,-0.19783,0.14077,7.89348,2.97321,1.53032,0.74696,5.91949,,0.52902
315,growth,,,,,,,,,,,,,,,,,,,
316,growth,TA,0.37623,,,-1.57545,,,,,,,-4.64076,3.91844,-4.69139,,,-7.19861,2.55962,0.88433
317,growth,RPAI,-3.7395,-9.34571,0,-2.05063,-2.16068,-39.03522,1.36569,34.12415,-57.6217,,-1.14635,-6.1726,-4.31724,1.22577,-0.16808,-2.33765,-5.51992,-6.86424
318,growth,MANH,-1.80829,10.04356,,-1.50595,-1.50813,-8.57834,4.02959,-35.57579,-16.4602,9.22,-3.59111,0.73301,4.65962,5.93145,10.5144,7.90455,-7.74483,
319,growth,LAMR,2.71154,5.55433,8.33648,7.33193,7.33193,6.64808,6.88058,6.49543,20.58485,-0.27069,1.49957,5.33879,6.38209,8.12366,7.76919,5.29182,,9.42102
320,growth,,,,,,,,,,,,,,,,,,,
321,growth,ATRO,6.31214,-21.63385,,-5.9701,-16.74955,4.55488,-8.35253,-386.7386,-0.9876,-12.29937,-4.55104,6.86643,3.17085,-2.22012,-3.80377,-3.98267,28.69025,1.06092
322,growth,ATNI,-0.12788,4.52087,-19.42717,-4.87465,-4.8742,,,-1094.12,-155.0724,14.41558,-51.80911,-1.35158,5.4582,3.96917,-2.76702,5.49776,-2.58106,17.32494
323,growth,ARCW,-4.50719,44.44733,,-43.33528,-6.23223,,,-17.02109,64.80465,,,-9.84595,3.77796,-5.65428,10.34152,-3.66336,2.16743,4.42112
324,growth,APEI,7.44078,-22.33257,,-15.05382,-15.0557,-25.33932,-23.26325,-31.917,-59.43644,-2.52484,-19.31714,-2.94612,-3.94132,-3.3134,-3.83524,-2.46512,7.13552,
325,growth,AP,-27.7829,-3.80229,,3.76858,3.76858,,,109.1025,68.51372,,,6.23603,7.83713,49.92428,2.46754,3.8034,-27.43554,39.71223
326,growth,ANIK,10.94315,12.72892,,-9.46018,-9.46423,-4.22139,-5.49456,-48.94697,47.31112,-2.31553,-8.14738,3.49754,1.65201,10.44665,8.57847,2.88808,12.01446,
327,growth,ANGO,1.45283,-24.37718,,-8.58514,-15.85695,,,24.70465,38.75135,23.2379,,-8.55259,-5.25166,0.02572,2.65087,-6.30887,,-1.55512
328,growth,AMOT,15.37835,29.75589,6.26585,3.5552,3.5552,21.74619,3.53545,31.38875,5.95324,3.86436,-3.74297,14.70314,8.24728,18.87861,19.46905,7.56131,-4.98107,7.95847
329,growth,AM,,,,,,,,-404.6058,-308.4375,,,,,,,,,
330,growth,ALV,-8.94168,1.17387,2.54345,0.92439,0.92439,-5.82299,0.84501,266.7372,22.93606,,1.30115,2.56765,-1.54682,-0.07297,-1.50492,-0.44528,-16.9189,5.52035
331,growth,,,,,,,,,,,,,,,,,,,
332,growth,AKR,2.7132,2.78573,3.84988,10.9954,7.89021,-12.92352,-11.87944,180.6066,61.44629,,-38.85349,15.85006,10.4486,11.55506,13.72684,2.95564,7.11471,9.80801
333,growth,AEGN,-3.65112,-3.54976,,-1.65542,-1.65542,,,-671.6683,-768.2529,1.57888,,-0.2183,-1.83063,-7.33418,-8.9709,1.97554,-15.26851,-6.04065
334,growth,WIG1.DE,19.36509,31.133,,,,,,-29.13408,-111.857,,,-14.39559,1.21463,5.62466,-26.30902,-12.52507,61.37567,-31.3282
335,growth,WRLD,14.70424,21.02483,,-11.20729,-17.2942,-7.58437,-3.73452,-219.5473,-37.16149,-1.16988,-5.4901,-0.77935,-1.89687,6.85842,10.42622,1.85755,12.22336,-13.00081
336,growth,UHAL,19.30888,13.33022,,5.41495,2.92193,-8.79982,1.57554,-60.69553,-11.08014,,-4.01206,4.78674,5.85714,0.95627,2.15952,5.82114,19.30888,16.47216
337,growth,UAMY,-0.78703,-19.94076,,,,,,-145.6972,-1157.466,,,-11.66965,-3.89699,-14.52386,-4.50244,-5.59783,0.75735,9.14541
338,growth,SAH,10.83809,-3.02626,25.99208,7.0713,7.0713,17.14399,12.08588,103.2885,171.3546,27.21602,5.22704,2.41608,2.5957,6.7649,5.05156,6.45083,30.46322,2.32268
339,growth,NAII,11.66857,14.73661,,10.65352,-4.56973,-13.77341,25.97357,-77.53602,-76.03848,-14.24948,11.89325,6.58766,13.33914,-19.25478,-13.64178,12.58353,12.38483,
340,growth,CACC,30.35879,44.18938,,15.99278,15.99278,28.4709,23.73487,10.56022,17.66984,16.82932,3.67193,15.38793,15.52906,12.57293,15.80339,19.35234,27.38465,20.96413
341,growth,ATSG,7.68681,32.2299,,20.83464,20.83464,37.28121,11.95221,-688.5146,-25.68196,,-5.35862,23.6107,19.75508,43.65426,62.73784,18.2909,,33.9596
342,growth,ASB,6.19323,6.00559,15.31314,9.96055,9.96051,14.82978,10.48053,3.55214,6.0261,34.77746,6.50402,13.99568,9.74059,-12.03716,1.60068,4.11392,7.50937,-25.76052
343,growth,,,,,,,,,,,,,,,,,,,
344,growth,AROW,7.84832,39.60678,4.35578,6.72423,6.72423,11.55073,9.20104,10.63844,2.86498,4.55946,4.26933,12.58391,10.42145,9.10385,13.73636,4.72975,9.67665,14.13522
345,growth,ARCB,6.87817,18.46537,0,5.03453,5.03453,28.91841,-2.1924,-138.7487,-36.43838,-9.00402,-5.41401,3.43691,2.72294,-7.34374,-3.40935,2.36593,8.42595,20.42631
346,growth,AMRK,6.88025,-13.48548,,-20.87858,-25.38047,-37.75353,-22.00584,114.7611,359.1587,,-19.29491,-10.99615,-4.36605,-4.11677,-27.59863,-3.03983,5.60374,26.89713
