,metricType,symbol,metric.assetTurnoverAnnual,metric.assetTurnoverTTM,metric.inventoryTurnoverAnnual,metric.inventoryTurnoverTTM,metric.netIncomeEmployeeAnnual,metric.netIncomeEmployeeTTM,metric.receivablesTurnoverAnnual,metric.receivablesTurnoverTTM,metric.revenueEmployeeAnnual,metric.revenueEmployeeTTM,metric.roaRfy,metric.roaa5Y,metric.roae5Y,metric.roaeTTM,metric.roeRfy,metric.roeTTM,metric.roi5Y,metric.roiAnnual,metric.roiTTM
204,management,ALG,1.15709,1.15709,3.8078,3.8078,16254.78,14732.08,4.80384,4.80384,289182.9,262093.2,6.50394,7.87308,12.54951,11.68032,11.68032,6.50394,9.18704,7.53063,7.53063
205,management,AHC,1.41753,1.21875,6.2194,5.3006,-24346.53,-6951.12,8.29096,9.70267,195257.7,199581.5,-17.67505,3.44947,6.48462,-8.06836,-34.16231,-4.24471,4.55809,-23.00802,-5.27324
206,management,ACTG,0.05087,0.05087,,,-1141933,-1007588,0.67351,0.67351,749733.3,661529.4,-7.74875,-20.11551,-22.7045,-9.61166,-9.61166,-7.74875,-22.16196,-8.65801,-8.65801
209,management,MAA,0.14552,0.14552,14.39267,14.39267,146454.3,147400.6,,,658514.1,662769.4,3.23632,2.99882,5.44483,5.7226,5.72259,3.23632,3.18331,3.43902,3.43902
212,management,AT,0.28631,0.28631,11.90116,11.90116,-176612.9,-164661.7,8.52042,8.52042,1135484,1058647,-4.45326,-3.71475,-68.54207,,,-4.45326,-4.13745,-5.06856,-5.06856
214,management,ARCO,1.43098,1.43098,,,,,32.59362,32.13787,,,3.87434,3.23953,13.9023,19.64203,19.64203,3.87434,4.83684,5.26013,5.26013
215,management,ANET,0.66344,0.66344,3.22828,3.22828,373855.2,373855.2,6.38031,6.38031,1048133,1048133,23.66409,18.06398,26.52345,34.11799,34.11795,23.66409,22.62063,28.36116,28.36116
217,management,AIR,1.34903,1.31433,3.49919,3.32782,14835.68,12159.29,8.94031,7.61091,385314.6,392601.8,5.19412,2.08095,3.54445,7.46938,8.53328,4.07063,2.70681,6.72026,5.42976
219,management,WAB,0.59434,0.59434,4.52409,4.52409,14351.65,11870.58,5.83489,5.83489,360439.6,298181.8,2.36651,4.44872,10.36459,5.09394,5.09608,2.36608,5.74198,2.88329,2.88277
220,management,RS,1.3568,1.3568,4.41516,4.41516,45702.27,46150.33,9.50071,9.50071,710278.3,717241.8,8.73022,6.23957,10.70217,14.20299,14.20299,8.73022,6.93382,9.5508,9.5508
221,management,PKG,1.00892,1.00892,6.69346,6.69346,45665.57,44929.03,7.97059,7.97059,456675.4,449309.7,10.08873,9.52851,26.9264,24.06937,24.06937,10.08873,10.73556,11.24305,11.24305
223,management,AXDX,0.05816,0.05816,0.61968,0.61968,-300017.8,-306563.6,3.6588,3.6588,33085.41,33807.27,-52.74188,-54.88111,-83.73741,-337.247,-337.247,-52.74188,-57.54176,-55.50691,-55.50691
225,management,AVA,0.22682,0.22682,12.03442,12.03442,99727.83,102480.7,7.9615,7.9615,682018.3,700844.8,3.31669,2.65726,8.51777,10.61165,10.61165,3.31669,2.95098,3.67991,3.67991
226,management,ATHX,0.10896,0.10896,,,-564329.1,-537132.5,1.89281,1.89281,71303.8,67867.47,-86.23544,-76.05149,-111.2027,-134.3094,-134.3094,-86.23544,-103.1957,-118.7523,-118.7523
227,management,ARWR,0.73158,0.35236,,,543798.8,397491.6,341.4357,72.4841,1350365,1220838,29.46107,-26.20121,-33.05121,15.84906,39.93967,11.4725,-31.46987,38.49847,14.76778
228,management,ANGI,0.71117,0.71117,,,7434.526,7062.8,19.00933,25.39844,279201.1,265241,1.8937,-0.4806,-0.73059,2.65139,2.65139,1.8937,-0.58341,2.17296,2.17296
229,management,AMG,0.2822,0.2822,,,72213.02,76275,5.4778,5.4778,530082.8,559900,3.84436,7.77176,10.65772,0.49102,0.49102,3.84436,10.7563,5.30521,5.30521
230,management,ALSN,0.62116,0.62116,7.06775,7.06775,183030.3,163243.3,10.14286,10.14286,817575.8,729189.2,13.90584,8.50149,39.05828,83.88889,83.88889,13.90584,9.30694,15.40031,15.40031
231,management,ALGN,1.0572,1.0572,7.90615,7.90615,34387.48,30991.33,4.86565,4.86565,183795,165643.2,19.77985,18.6041,28.15927,34.07201,34.07201,19.77985,26.4096,31.16165,31.16165
232,management,AKBA,0.37902,0.37902,0.97543,0.97543,-816522.6,-776830.6,12.06559,12.06559,978105.1,930558.3,-31.64027,-30.885,-57.44486,-54.26663,-54.26663,-31.64027,-43.21196,-43.2263,-43.2263
233,management,AGO,0.07032,0.07025,,,1065073,909297.1,,,2608234,2224490,2.87157,5.10977,11.32791,6.09368,6.09368,2.87157,,,
235,management,ACRX,0.02161,0.02161,3.28079,3.28079,-665500,-537777.8,9.51767,9.51767,28612.5,23121.21,-50.25273,-36.14829,,,,-50.25273,-41.50999,-58.3932,-58.3932
236,management,ROK,1.08199,1.03302,6.55785,6.18395,30252.17,40473.91,5.65248,5.41821,291078.3,292913,11.24525,12.54628,41.24702,92.95435,68.76391,14.274,17.59763,16.96804,22.18859
237,management,GLPI,0.13561,0.13561,,,605078.9,603211.4,,,1785562,1780051,4.59547,4.91692,19.44897,17.98702,17.98702,4.59547,4.97996,4.69505,4.69505
238,management,DNI,,,,,,,,,,,,,,,,,,,
239,management,AZZ,0.87594,0.92429,6.18371,6.73696,13301.83,17154.48,5.12293,4.04981,246107.5,262358.4,4.73436,5.54258,11.01272,10.66798,8.5733,6.0435,6.48786,5.50556,7.03287
240,management,ATRC,0.5047,0.5047,2.33042,2.33042,-52139.26,-48210.96,8.67027,8.67027,341936.3,316174,-7.69571,-9.38394,-15.04508,-14.17044,-14.17044,-7.69571,-10.55754,-8.53698,-8.53698
242,management,ARMK,1.18204,1.15776,25.58295,37.082,2411.594,1778.347,9.02171,8.41879,89333.01,88464.75,3.19099,2.89597,13.82265,9.77367,13.80083,2.32737,3.63939,3.93573,2.77219
243,management,AOS,0.97649,0.97649,5.96347,5.96347,23566.88,24503.31,4.83942,4.83942,190617.8,198192,12.07276,12.36231,22.97302,21.8689,21.8689,12.07276,16.54333,16.16532,16.16532
246,management,AMCX,0.5628,0.5628,,,187541.9,192864.7,3.59952,3.59952,1407691,1447645,7.49805,8.29227,354.6694,77.4557,77.4557,7.49805,10.74721,9.47051,9.47051
247,management,ALIM,1.03322,1.03322,3.49196,3.49196,-84902.44,-85598.36,2.94851,2.94851,438561,442155.8,-20.00249,-33.70299,,,,-20.00249,-44.34738,-25.42887,-25.42887
248,management,ALE,0.23301,0.23301,10.09906,10.09906,114931.8,138536.2,10.30316,10.30316,768587.4,926437.6,3.48429,3.27249,8.27057,8.46001,8.46001,3.48429,3.54966,3.8519,3.8519
249,management,AHT,0.32051,0.32051,240.9477,240.9477,-1229991,-1229991,25.28939,25.28939,12954820,12954820,-3.04307,-0.61812,-9.99832,-43.69817,-43.69817,-3.04307,-0.65957,-3.23629,-3.23629
252,management,AALI.JK,0.64843,0.64843,6.50864,6.50864,6712283,6912442,35.42397,35.42397,480844600,495183300,0.90516,5.50412,7.72489,1.12563,1.12563,0.90516,6.46675,1.00995,1.00995
253,management,SPR,1.18314,1.18314,6.36802,6.36802,30107.96,29115.38,7.71384,7.71384,446767,432038.5,7.97328,9.75208,31.68999,35.2851,35.29843,7.97328,13.37236,10.65329,10.65329
254,management,SEE,0.88598,0.88598,5.78605,5.78605,14893.75,14393.94,9.30401,9.30401,299443.8,290369.7,4.40668,3.64634,81.14201,,,4.39189,4.93831,6.0401,6.01982
257,management,DLPH,1.14162,1.14162,7.65496,7.70248,1380.952,1380.952,5.13361,5.13361,207666.7,207666.7,0.75916,,,5.60132,5.60132,0.75916,,1.22003,1.22003
258,management,CBL,0.15431,0.15431,,,-262916.2,-267182.6,10.04569,10.04569,1534323,1559221,-2.64415,0.83723,-0.21493,-17.35982,-17.35982,-2.64415,0.89224,-2.80066,-2.80725
260,management,AYR,0.10855,0.10855,,,1386118,1373631,52.71813,52.71813,7930964,7859514,1.89723,2.23325,8.67591,7.65954,7.65954,1.89723,2.50297,2.14772,2.14772
261,management,APOG,1.34192,1.25212,13.57726,14.27455,6670.657,5410.286,6.14078,5.25136,204764.5,199513.4,4.37161,8.28457,14.69082,7.24232,9.06922,3.39542,10.78368,5.52252,4.67965
262,management,ANDE,2.5967,2.5967,8.22235,8.22235,7438.874,6702.27,21.97316,21.97316,4035659,3636044,0.47865,0.23245,0.67011,2.02968,2.02968,0.47865,0.37685,0.80299,0.80299
263,management,AMSC,0.54174,0.47847,2.64522,3.10433,121110.6,-80098.66,7.38594,4.91208,239178.7,270340.8,27.43163,-17.20469,-27.7715,-21.53774,42.66313,-14.17647,-24.89981,37.49901,-19.26082
264,management,AMRS,1.05616,1.05616,4.06721,4.06721,-456328.9,-432739.8,6.69653,6.69653,286761.3,271937.6,-168.0682,-135.6133,,,,-168.0682,-1078.17,,
265,management,AMED,1.97552,1.97552,,,6047.612,6005.023,9.08608,9.16915,92464.91,91813.76,12.92079,8.5733,13.92255,22.60773,22.60773,12.92079,11.69147,17.91001,17.91001
266,management,ALEX,0.20197,0.20197,14.44492,14.44915,-44244.61,-46532.16,7.79928,7.79928,521822.5,548802,-1.7125,1.92169,3.92186,-3.01585,-3.01585,-1.7125,2.24219,-1.78979,-1.78979
267,management,ALCO,0.29079,0.29116,1.52486,1.29884,160042.7,173834,75.0697,27.25489,522440.2,504157.4,8.90808,2.43598,6.05734,23.26342,20.65007,10.03928,2.59368,9.6049,10.86487
268,management,ADUS,1.65248,1.14022,,,4191.269,4204.513,5.14178,4.89218,124968.4,122780.1,5.5422,5.87773,8.30236,5.55626,7.69163,3.90461,7.50179,6.80785,4.49859
271,management,AAWW,0.50166,0.50166,,,-85430.78,-81715.36,9.79263,9.79263,798364.6,763643.4,-5.36816,0.51606,1.4439,-15.18664,-15.18664,-5.36816,0.60464,-6.51106,-6.51106
272,management,WMS,1.32803,0.96754,4.00417,5.15176,18536.59,-44114.77,7.71542,10.17899,314712,358012.5,7.82209,4.99199,123.3524,-58.15068,43.66738,-11.92212,6.54066,10.07702,-13.78279
273,management,PAG,1.86576,1.86576,4.75229,4.75229,16103.7,16103.7,24.53625,24.53625,858496.3,858496.3,3.49979,4.00086,18.10466,16.12217,16.12217,3.49979,7.63351,6.07938,6.07938
274,management,MDRX,0.55476,0.55476,,,-19431.83,-19021.04,3.25841,3.25841,185515.9,184549.7,-5.81079,-1.86679,-4.64887,-12.84617,-13.05574,-5.71773,-2.58849,-8.53314,-8.39648
275,management,KLIC,0.47679,0.46673,2.79182,2.70309,10340.19,10086.27,2.45924,2.73072,209728.9,213503.8,2.35071,7.86055,9.95793,3.03073,3.21379,2.20491,9.05828,2.77841,2.60327
276,management,ETH,1.43485,1.22835,2.06022,2.10094,5191.515,5502.127,56.11845,63.49099,150845.3,151115.3,4.9382,6.61181,9.90418,7.06211,6.87483,4.47243,8.52224,6.45276,5.88658
277,management,AZPN,0.68152,0.63118,,,171385.5,156256.9,1.92603,1.853,390309.8,376610,29.92571,35.26708,335.305,66.13042,65.58414,26.18769,113.9842,43.62323,34.76063
278,management,AXE,1.86971,1.86971,5.05871,5.05871,28117.65,27968.09,5.6336,5.6336,946053.5,941021.3,5.55696,3.65115,11.13183,15.32364,15.32364,5.55696,5.30876,8.29403,8.29403
281,management,AMH,0.12633,0.12633,,,122173.6,118021.1,38.9932,38.9932,893962.5,863578.6,1.72648,0.76668,-0.13878,1.623,1.623,1.72648,0.86488,1.92623,1.92623
282,management,AME,0.55748,0.55748,5.13723,5.39641,47454.38,47585.47,6.41251,6.65346,284218,285003.2,9.30787,8.65743,17.51386,18.40887,18.40887,9.30787,10.11508,10.88714,10.88714
283,management,AJG,0.40007,0.40007,,,22474.1,21498.5,75.77672,75.77672,225902.7,216066.1,3.98012,4.0512,12.81083,13.85689,13.85482,3.98067,7.17647,7.44717,7.44821
286,management,AGCO,1.17527,1.17527,3.5397,3.5397,2772.512,2785.714,10.75845,10.75845,428502.4,430542.8,0.76043,2.20264,7.02944,3.57371,3.57371,0.76043,3.34558,1.21608,1.21608
287,management,AERI,0.18949,0.18949,0.31015,0.31015,-544559.4,-525213.2,3.40344,3.40344,190690.3,183915.8,-54.11251,-58.21243,-128.3165,-101.1161,-101.1161,-54.11251,-66.38313,-66.17188,-66.17188
288,management,ACRE,0.08256,0.08256,,,32519.56,30826.67,,,122938,116535,2.184,2.17382,7.6255,8.68432,8.68409,2.18406,2.21565,2.19983,2.19989
289,management,ABEO,0,0,,,-892187.1,-866840.9,,,,0,-38.35377,-29.60753,-34.95845,-48.82439,-48.82439,-38.35377,-32.36176,-45.04053,-45.04053
290,management,WAL,,,,,275632.8,,,,610440.1,,1.99943,1.8201,16.53714,17.73102,17.73102,1.99943,,,
293,management,NOG,0.27714,0.27714,,,-3469000,-3179958,4.6172,4.6172,21472820,19683420,-4.4773,-23.05382,,-15.44128,-15.44108,-4.47736,-26.92335,-5.13216,-5.13223
294,management,HTA,0.1079,0.1079,,,105155.6,101511.6,52.44913,52.44913,2365949,2283961,0.47957,1.61874,3.21871,0.91182,0.91182,0.47957,1.71774,0.51242,0.51242
295,management,GIII,,,,,,,,,,,,,,,,,,,
297,management,CVU,0.62658,0.72085,,,8655.813,18319.04,11.9872,12.12232,328490.3,359117.6,1.65105,-2.68915,-4.35055,5.77818,2.63694,3.67715,-4.06246,2.4065,5.34093
302,management,ARE,0.09321,0.09321,,,979507.9,920380.4,142.7649,142.7649,3712233,3488146,2.45954,1.85771,2.99291,4.34845,4.34845,2.45954,2.02749,2.73675,2.73675
303,management,ANSS,0.37407,0.37407,,,119865.3,109632.9,4.03603,4.03603,404237.9,369729.8,11.092,10.70676,13.70715,14.73048,14.73048,11.092,12.99639,13.05733,13.05733
304,management,AMNB,,,,,63351.52,,,,279687.9,,0.9631,1.05267,8.61453,7.70302,7.70302,0.9631,,,
307,management,AIN,0.72891,0.72891,7.25126,7.25127,29640.67,28996.3,3.90324,3.90324,234251.6,229159.3,9.22313,5.81313,13.13177,20.3075,20.3075,9.22313,6.76588,10.69932,10.69932
309,management,AGX,0.94603,0.53142,,,34135.57,-24065.23,7.16078,2.80421,317310.3,173952.3,10.17721,12.33235,19.58977,-10.06588,13.82735,-7.35193,22.08927,13.7421,-9.50523
311,management,ADTN,0.90366,0.90366,3.13,3.13,-28716.53,-29598.88,5.58206,5.58206,287295.9,296123.5,-9.03247,0.41032,0.56114,-12.81763,-12.81763,-9.03247,0.49606,-11.24377,-11.24377
312,management,ADMS,0.27527,0.27527,0.47536,0.47536,-713125.4,-773426.5,9.68655,9.68655,370420.3,401742.7,-52.99417,-51.24084,-91.63584,-236.3943,-236.3943,-52.99417,-56.69755,-60.84547,-60.84547
313,management,ACLS,0.62553,0.62553,1.47611,1.47611,17452.87,17743.75,4.22154,4.22154,351391.4,357247.9,3.10688,10.34837,14.42359,4.11567,4.11567,3.10688,12.28597,3.61321,3.61321
314,management,ABG,2.57203,2.57203,5.88658,5.88658,22083.83,21694.12,48.34261,54.11107,863509,848270.6,6.57784,6.84114,41.67995,32.94328,32.94328,6.57784,12.654,12.06648,12.06648
316,management,NXJ,,,,,,,,,,,,,,,,,,,
318,management,HOLI,0.45273,0.44051,7.10836,10.24819,38082.51,35456.83,2.02508,2.22883,173014.1,174340.2,9.96521,9.76198,14.60406,12.44338,14.0157,8.95891,14.26294,13.62395,12.10321
319,management,GPI,2.27859,2.27859,5.461,5.461,11652.05,11375.52,57.47719,57.47719,806522.4,787382.3,3.29194,3.02152,13.18888,14.25537,14.25537,3.29194,5.59535,6.03914,6.03914
322,management,AXTA,0.66434,0.66441,4.8446,4.8446,18042.86,18042.86,5.80972,5.99305,320157.2,320157.2,3.74397,2.37046,12.25625,19.45845,19.45845,3.74436,2.86123,4.50291,4.50291
323,management,AWR,0.30156,0.30156,34.18158,34.18158,101739.4,100287.8,5.42896,5.42896,571615.2,563459,5.36738,4.66295,12.90791,14.48308,14.4836,5.36738,5.17161,5.85672,5.85672
324,management,AWI,0.62318,0.62318,9.91519,9.91519,74553.84,96920,13.98114,13.98114,319415.4,415240,14.54556,7.1247,33.13829,81.84126,81.84126,14.54556,8.60052,18.4476,18.4476
325,management,AVEO,0.7333,0.7333,,,521555.6,494105.3,12.36633,12.36633,1599722,1515526,23.90781,-49.78629,,,,23.90781,-99.98785,47.77608,47.77608
327,management,ATHM,0.4824,0.4824,,,,,2.79419,2.79419,,,18.33547,17.94968,26.0895,24.84024,24.84024,18.33547,24.45712,23.86014,23.86014
328,management,ATAX,0.078,0.078,,,,,10.8638,10.8638,,,3.03121,3.13548,8.09654,7.87926,7.87926,3.03121,3.24229,3.35263,3.35263
330,management,AROC,0.34101,0.34101,6.0509,6.0509,57413.53,57413.53,6.59372,6.59372,567932.4,567932.4,3.44735,-0.93949,-3.10362,9.98736,9.98736,3.44735,-1.00768,3.63309,3.63309
331,management,ANH,0.03473,0.03473,,,,,10.41551,10.41551,,,-1.11079,0.10244,-0.35036,-13.99194,-13.99194,-1.11079,0.44453,-4.85085,-4.85085
332,management,ALX,0.17746,0.17746,,,864388.5,870652.2,44.52641,44.52641,3256835,3280435,4.70981,5.03549,22.04577,22.30755,22.30755,4.70981,5.17812,4.84195,4.84195
335,management,AER,0.10921,0.10921,16.87471,16.87471,3026911,3007508,107.5369,107.5369,12254210,12175650,2.69768,2.55365,12.79396,12.62964,12.62964,2.69768,2.829,2.9404,2.9404
336,management,AE,5.94132,5.94132,72.24039,72.24039,12007.32,12359.94,20.10754,20.10754,2649959,2727782,2.69209,1.10545,1.8492,5.50364,5.50364,2.69209,1.90709,5.0216,5.0216
338,management,ODC,1.38544,1.40785,9.05514,8.267,16008.88,21982.52,8.02262,7.6541,351554.6,353469.4,6.30894,6.07385,9.80573,12.13826,9.06368,8.75549,7.18711,7.50031,10.42547
340,management,KAR,0.40354,0.40354,,,5483.68,6039.216,6.09999,6.09999,165097.9,181823.5,1.34035,2.52725,11.19879,5.93373,5.93373,1.34035,3.93408,2.13768,2.13768
341,management,HUSA,0.3064,0.15061,,,,,9.74652,5.28455,,,-3.26774,-28.95098,-37.07354,-12.89137,-3.35097,-12.0754,-36.85337,-3.31394,-12.68926
344,management,DOX,0.76812,,,,19610.45,,4.17143,,167154.2,,9.0116,8.04058,12.20276,,13.70448,,10.63289,11.90862,
345,management,CXW,0.53192,0.53192,,,13508.74,13419.96,7.18445,7.18445,141654.9,140723.9,5.07261,5.71657,13.47289,13.53145,13.53145,5.07261,6.30925,5.62824,5.62824
346,management,AXS,0.20874,0.20874,,,194035.3,188215.4,,,3210321,3114031,1.26167,1.06155,4.03344,6.25795,6.25795,1.26167,,,
347,management,AXL,0.92275,0.92275,13.50846,13.50846,-20600,-24205,7.33027,7.33027,277910.6,326545,-6.83984,0.93797,5.3308,-39.36624,-39.36624,-6.83984,1.14052,-8.22817,-8.22817
348,management,AWX,0.94984,0.94984,68.91855,68.91855,,,5.64794,5.64794,,,-0.7434,-1.81724,-1.26513,-1.22133,-1.22133,-0.7434,-2.40621,-0.98489,-0.98489
349,management,AVID,1.44453,1.44453,5.2385,5.2385,5287.652,5319.104,4.63898,4.63898,286461.2,288165.2,2.66638,-7.65093,,,,2.66638,-249.2359,8.93163,8.93163
350,management,ASNA,1.7522,1.5402,4.49224,3.80352,-52965.52,-61730.77,,,378855.2,388953.8,-24.49644,-11.72261,-37.20113,-192.4574,-164.2549,-24.44448,-15.26706,-34.14244,-33.74968
351,management,ASGN,1.39411,1.39411,,,40651.16,40651.16,6.21596,6.21596,912534.9,912534.9,6.21042,6.17786,12.93048,13.66553,13.66553,6.21042,6.89396,7.01994,7.01994
352,management,ARDX,0.02384,0.02384,,,-1091264,-1078864,1.81011,1.81011,60701.15,60011.36,-42.85128,-45.76063,-57.66139,-62.77689,-62.77689,-42.85128,-50.75377,-47.09723,-47.09723
353,management,ARAY,1.02529,0.94516,2.23344,2.00845,-16894.6,-1298.839,4.70865,4.69981,430627.3,431933.5,-4.02248,-3.57461,-25.65528,-2.40834,-33.35939,-0.28421,-6.71107,-7.21733,-0.47485
355,management,APT,1.29005,1.29008,2.80374,2.80374,,,10.97613,10.97636,,,8.29348,7.35977,8.04423,9.17137,9.17137,8.29348,7.8583,8.8076,8.8076
356,management,APDN,1.17174,0.60377,4.82203,6.20944,-156953.6,-158056.3,4.634,11.56322,97983.45,100750.8,-187.6932,-118.1554,-195.7768,-209.1678,,-94.71893,-165.8361,-417.2634,-126.0904
357,management,AMBC,0.02704,0.03218,,,2266093,-1124759,,,4328627,4101223,1.41552,0.8562,12.41139,-7.57424,12.4927,-0.88264,,,
358,management,ALGT,0.66829,0.66829,21.69677,21.69677,56175.46,53201.24,59.83959,59.83959,445538.5,421949.3,8.42611,9.74936,35.67598,29.06259,29.06259,8.42611,12.78462,10.59196,10.59196
360,management,AIT,1.50418,1.46867,5.66777,5.39129,21317.38,22383.16,6.32193,6.76728,522845.4,519994.8,6.13284,6.74311,14.60989,16.07294,16.54092,6.32187,8.47235,7.52919,7.64402
362,management,AIMC,0.4255,0.4255,5.1923,5.1923,13751.35,13826.09,7.29243,7.29243,198281.1,199358.7,2.95095,2.8858,6.90728,6.74712,6.74712,2.95095,3.23038,3.20236,3.20236
363,management,AEL,0.05279,0.05279,,,423562.8,404753.3,,,5966172,5701227,0.37479,0.4264,9.48355,7.06221,7.06221,0.37479,,,
364,management,AEHR,0.80579,0.84176,1.48581,1.38381,,-41177.21,5.45846,5.01418,,288759.5,-20.03368,-22.98144,-46.42885,-19.1974,-30.1061,-12.00347,-34.94789,-29.37628,-17.93423
366,management,ACHC,0.47618,0.47618,,,3863.93,3877.535,9.44715,9.44715,109033.8,109417.7,1.68748,0.83478,2.21045,4.50217,4.50217,1.68748,0.89458,1.81873,1.81873
368,management,ACCO,0.7016,0.7016,4.2385,4.2385,15591.24,15257.14,4.43419,4.43419,285503.7,279385.7,3.83139,4.16348,14.07408,13.66253,13.66253,3.83139,5.18847,4.86893,4.86893
370,management,TA,2.61817,,23.36331,,,,45.15573,,,,1.61815,0.879,2.7598,,7.37865,,1.07442,1.89378,
371,management,RPAI,0.13318,0.13318,,,152098.6,150683.7,6.3284,6.3284,2261437,2240400,0.89571,3.13999,6.27917,1.89354,1.89354,0.89571,3.23706,0.93822,0.93822
372,management,MANH,1.81902,1.81902,,,26800.63,25224.12,6.14737,6.14737,193109.1,181749.7,25.24532,33.78996,63.54195,59.26371,59.26371,25.24532,58.0028,48.64977,48.64977
373,management,LAMR,0.33448,0.33448,,,103364.2,103364.2,7.15035,7.15035,487123.3,487123.3,7.09743,7.51748,28.67998,32.15671,32.15671,7.09743,8.21099,7.95283,7.95283
374,management,KYN,0.01505,0.01505,,,,,6.85235,6.85235,,,-3.91772,-8.16774,-14.82962,-6.64899,-6.64899,-3.91772,-8.24938,-3.95174,-3.95174
376,management,ATRO,0.99233,0.99233,4.2265,4.33477,18915.27,18577.5,4.6787,4.6787,280982.5,275965,6.68017,6.93839,14.17519,13.4154,13.4154,6.68017,8.24031,7.94988,7.94988
377,management,ATNI,0.39206,0.39206,19.54369,19.54369,1157.059,1157.647,11.45159,11.45159,258071.8,258071.8,0.17578,2.39356,1.68799,-1.57578,-1.57578,0.17587,3.08354,0.22875,0.22886
378,management,ARCW,0.8698,0.9598,5.92467,5.63121,-23334.54,-17069.81,7.63633,7.52951,149074.1,158496.2,-13.61497,-4.57538,-14.35799,-32.75999,-38.61681,-10.33689,-5.93779,-16.86147,-13.40008
379,management,APEI,0.78878,0.78878,,,6429.692,6447.753,22.55515,22.55515,160375.3,160825.8,3.16234,6.85812,7.95677,3.24046,3.24046,3.16234,7.92848,3.60771,3.60771
380,management,AP,0.73845,0.73845,3.69614,3.69614,-5827.538,-6261.208,5.26123,5.26123,221365.2,237838.6,-1.94399,-5.31263,-20.15088,-17.438,-17.438,-1.94399,-6.98633,-2.70705,-2.70705
381,management,ANIK,0.37595,0.37595,1.32796,1.32796,189498.3,176577.9,5.22689,5.22689,798675.9,744220.8,8.92008,10.67235,11.6198,9.85271,9.85271,8.92008,11.20291,9.34247,9.34247
382,management,ANGO,0.35104,0.33318,2.57642,1.99477,-10155.81,-10572.38,6.52303,6.49762,246591.3,239384.8,-1.44574,-2.11248,-2.93409,-1.90842,-1.92602,-1.47146,-2.31483,-1.57953,-1.58345
385,management,AMOT,1.25551,1.25551,4.77131,4.77131,10316.36,10012.94,8.46489,8.46489,224899.4,218284.7,5.75915,6.11062,15.5381,15.40404,15.40404,5.75915,7.32837,6.81018,6.81018
386,management,AM,0.2504,0.2504,,,,,,,,,-11.219,,,-22.40247,-22.40234,-11.219,,-11.69744,-11.69744
387,management,ALV,1.26699,1.26699,9.2917,9.2917,7911.111,7844.068,5.21832,5.21832,146112.8,144874.6,6.85995,6.58312,15.82579,23.11603,23.11603,6.85995,10.00408,11.30048,11.30048
389,management,AKR,0.07144,0.07144,0.48418,0.48418,184382.6,179694.9,3.98552,3.98552,2568061,2502771,0.51292,1.91947,4.01152,3.50668,3.50668,0.51292,2.34632,0.63257,0.63257
390,management,AEGN,1.22131,1.22131,17.03247,17.03247,-3794.732,-3968.979,5.23451,5.23451,236865.4,247741.8,-1.95661,-1.0348,-2.3978,-4.69222,-4.69222,-1.95661,-1.3454,-2.55987,-2.55987
